,title,descriptions
NCT00906373-1,Cohort 1 - 10 mg/kg Cixutumumab,Description: Cixutumumab: 10 mg/kg administered by IV infusion on Day 1 of each 3-week cycle. Sorafenib: 400 mg administered orally twice per day on Days 1 through 21 of each 3-week cycle. Treatment cycles were repeated until there was evidence of PD toxicity or participant withdrawal.
NCT00906373-2,Cohort 2 - 20 mg/kg Cixutumumab,Description: Cixutumumab: 20 mg/kg administered by IV infusions on Day 1 of each 3-week cycle. Sorafenib: 400 mg administered orally twice per day on Days 1 through 21 of each 3-week cycle. Treatment cycles were repeated until there was evidence of PD toxicity or participant withdrawal.
D012167,retinal tear,
10051341,bile duct stenosis,
D010538,peritonitis,
D008111,liver function tests,
NCT00917462,Sorafenib for Patients With Metastatic or Recurrent Esophageal and Gastroesophageal Junction Cancer,
NCT00917462-1,Sorafenib,Description: Sorafenib for patients with metastatic or recurrent esophageal and gastroesophageal junction cancer. Sorafenib administered orally: Sorafenib 400 mg twice daily administered continuously. Patients will continue on treatment until progression of disease. Each cycle consists of 28 days. The cycle start date will coincide with the physician visit date. Because of the potential need for physician visit scheduling to vary (due to both physician and patient issues) to avoid violation of and deviation from the protocol these visits may vary by up to one to fourteen (1-14) days. A study diary will be completed by patients to ensure compliance with the study drug.
D013616,sinus tachycardia,
10017877,gastrointestinal fistula,
D000071896,somatic symptoms,
D006932,hyperbilirubinemia,
D006934,hypercalcemia,
D000308,hyperadrenalism,
NCT00920816,Axitinib (AG-013736) For the Treatment of Metastatic Renal Cell Cancer,
NCT00920816-1,Axitinib (First-line Participants),Description: Participants with no prior systemic first-line therapy received axitinib (AG-013736) tablet at a starting dose of 5 mg orally twice daily dose adjustment was done based on the tolerability as per investigator’s discretion. Study medication was administered in cycles of 4 weeks.
NCT00920816-2,Sorafenib (First-line Participants),Description: Participants with no prior systemic first-line therapy received sorafenib tablet at a starting dose of 400 mg orally twice daily dose adjustment was done based on the tolerability as per investigator’s discretion. Study medication was administered in cycles of 4 weeks.
NCT00920816-3,Axitinib (Second-line Participants),Description: Asian participants with prior systemic first-line therapy containing sunitinib or cytokine received axitinib (AG-013736) tablet at a starting dose of 5 mg orally twice daily dose adjustment was done based on the tolerability as per investigator’s discretion. Study medication was administered in cycles of 4 weeks.
NCT00920816-4,Sorafenib (Second-line Participants),Description: Asian participants with prior systemic first-line therapy containing sunitinib or cytokine received sorafenib tablet at a starting dose of 400 mg orally twice daily dose adjustment was done based on the tolerability as per investigator’s discretion. Study medication was administered in cycles of 4 weeks.
10015461,esophagitis,
D005746,gastric emptying,
D014648,varices,
D010437,peptic ulcer,
10036774,proctitis,
D017093,hepatic failure,
D055732,bronchopulmonary aspergillosis,
10035759,pneumothorax,
D010019,osteomyelitis,
D010497,pericoronitis,
D001424,bacterial infections,
D014069,tonsillitis,
D064386,ankle fracture,
D005147,facial bones,
D009104,multiple injuries,
D010329,patella,
D034941,upper limb,
10048031,wound dehiscence,
D007989,decreased libido,
D006338,neoplasms cardiac,
D007680,renal cancer,
D000310,adrenal cancer,
D018365,residual tumour,
D001933,brainstem,
D010243,paralysis,
D020275,acute inflammatory demyelinating polyneuropathy,
D020335,paraparesis,
D010264,paraplegia,
D000402,airway obstruction,
D053159,dysuria,
D007024,orthostatic hypotension,
D001167,arterial inflammation,
D007412,cholecystoduodenal fistula,
D012769,circulatory collapse,
NCT00941863,Study to Determine the Safety  Maximum Tolerated Dose  Pharmacokinetics of Sorafenib (BAY43-9006),
NCT00941863-1,Sorafenib 100 mg (50-mg Tablet),Description: Dose-escalation cohort 1: Sorafenib (Nexavar BAY43-9006) 100 mg twice daily (50-mg tablet)
NCT00941863-2,Sorafenib 200 mg (50-mg Tablet),Description: Dose-escalation cohort 2: Sorafenib (Nexavar BAY43-9006) 200 mg twice daily (50-mg tablet)
NCT00941863-3,Sorafenib 400 mg (50-mg Tablet),Description: Dose-escalation cohort 3: Sorafenib (Nexavar BAY43-9006) 400 mg twice daily (50-mg tablet)
NCT00941863-4,Sorafenib 400 mg (200-mg Tablet),Description: Dose-escalation cohort 4: Sorafenib (Nexavar BAY43-9006) 400 mg twice daily (200-mg tablet)
NCT00941863-5,Sorafenib 400 mg (Expansion),Description: Dose-expansion cohort: Sorafenib (Nexavar BAY43-9006) 400 mg twice daily (200-mg tablet) expansion
D004564,electrocoagulation,
D000071235,fibromodulin,
D002542,intracranial embolism and thrombosis,
10042554,superficial thrombophlebitis,
D004487,edema,
D000072038,cardiovascular rehabilitation,
D003679,swallowing,
D000068736,cymbalta,
D005335,unknown origin fever,
D011008,pneumococcal infections,
D007003,hypoglycemia,
10028395,musculoskeletal and connective tissue disorder - other specify,
D003294,seizures febrile,
D003244,depressed level of consciousness,
D010547,alveolar capillary dysplasia with misalignment of pulmonary veins and other congenital anomalies,
D003880,dermatology,
D014947,wounds,
D006469,hemoptysis,
D001791,thrombocytopathy,
D014592,vaginal bleeding,
NCT00964743,Depocyt® With Sorafenib in Neoplastic Meningitis,
NCT00964743-1,Intrathecal DepoCyt and Oral Sorafenib,Description: This is a single arm pilot study. Investigators planned to enroll approximately 10 patients to receive concurrent intrathecal DepoCyt and oral Sorafenib. DepoCyt: through a reservoir every 2 weeks for 5 doses then every 4 weeks for an additional 5 doses (a total of 10 DepoCyt treatments). Oral Sorafenib: at 400 mg twice a day throughout the treatment course until disease progression or death.
NCT00987935,A Phase I / II Trial of Nintedanib in Asian Hepatocellular Carcinoma Patients,
NCT00987935-1,Phase I Group I Nintedanib 100 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 100 mg soft gelatine capsules twice daily (bid) for the Group I patients during Phase I
NCT00987935-2,Phase I Group I Nintedanib 150 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 150 mg soft gelatine capsules twice daily (bid) for the Group I patients during Phase I
NCT00987935-3,Phase I Group I Nintedanib 200 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 200 mg soft gelatine capsules twice daily (bid) for the Group I patients during Phase I
NCT00987935-4,Phase I Group II Nintedanib 50 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 50 mg soft gelatine capsules twice daily (bid) for the Group II patients during Phase I
NCT00987935-5,Phase I Group II Nintedanib 100 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 100 mg soft gelatine capsules twice daily (bid) for the Group II patients during Phase I
NCT00987935-6,Phase I Group II Nintedanib 150 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 150 mg soft gelatine capsules twice daily (bid) for the Group II patients during Phase I
NCT00987935-7,Phase I Group II Nintedanib 200 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 200 mg soft gelatine capsules twice daily (bid) for the Group II patients during Phase I
NCT00987935-8,Phase II Nintedanib 200 mg Bid,Description: Oral administration of Nintedanib (BIBF 1120) 200 mg soft gelatine capsules twice daily (bid) during Phase II
NCT00987935-9,Phase II Sorafenib 400 mg Bid,Description: Oral administration of Sorafenib 400 mg film coated tablets twice daily (bid) during Phase II
D000081032,haemorrhagic pancreatitis,
D005517,food poisoning,
D006505,hepatitis,
10061695,biliary tract infection,
D005131,eye injury,
D001806,blood urea nitrogen,
D008113,hepatic cancer,
D006528,hepatocellular carcinoma,
D010255,paranasal sinus cancer,
D012421,rupture,
D006501,hepatic encephalopathy,
D012585,sciatica,
D007676,renal failure chronic,
D011015,aspiration pneumonia,
10054692,visceral arterial ischemia,
NCT01015833,Sorafenib Tosylate With or Without Doxorubicin Hydrochloride in Treating Patients With Locally Advanced or Metastatic Liver Cancer,
NCT01015833-1,Arm I (Doxorubicin Hydrochloride Sorafenib Tosylate),Description: Patients receive 60 mg/m2 doxorubicin hydrochloride IV on day 1 and 400 mg sorafenib tosylate PO QD or BID on days 1-21. Treatment repeats every 21 days for 6 courses in the absence of disease progression or unacceptable toxicity. After 6 courses patients may continue to receive sorafenib tosylate PO QD or BID in the absence of disease progression or unacceptable toxicity.
NCT01015833-2,Arm II (Sorafenib Tosylate),Description: Patients receive 400 mg sorafenib tosylate PO QD or BID on days 1-21. Courses repeat every 21 days in the absence of disease progression or unacceptable toxicity.
D007964,leukocytosis,
D013154,spleen,
D011697,thrombotic thrombocytopenic purpura,
D003231,conjunctivitis,
10065721,anal mucositis,
10015451,esophageal ulcer,
10015453,esophageal varices hemorrhage,
10017789,gastric hemorrhage,
10060640,hemorrhoidal hemorrhage,
10063190,rectal mucositis,
10058720,edema trunk,
10042435,sudden death nos,
10019678,hepatic hemorrhage,
10019805,hepatobiliary disorders - other specify,
10061017,bone infection,
10057262,peritoneal infection,
10037888,rash pustular,
10017076,fracture,
10053692,wound complication,
10000636,activated partial thromboplastin time prolonged,
10050528,ejection fraction decreased,
10019150,haptoglobin decreased,
10022402,inr increased,
10049182,white blood cell decreased,
10027433,metabolism and nutrition disorders - other specify,
10029104,neoplasms benign malignant and unspecified (incl cysts and polyps) - other specify,
D000647,amnesia,
10029205,nervous system disorders - other specify,
D019462,vasovagal syncope,
D011654,pulmonary edema,
D013262,stevens johnson syndrome,
NCT01032850,Sorafenib With Capecitabine for Patients With Measurable Hepatocellular Carcinoma,
NCT01032850-1,Arm 1: Sorafenib & Capecitabine,Description: Intervention: Sorafenib & Capecitabine: Sorafenib twice a day by mouth (400 mg) Capecitabine twice a day by mouth (850 mg) Sorafenib & Capecitabine: Intervention: Sorafenib twice a day by mouth (400 mg) Capecitabine twice a day by mouth (850 mg). One cycle of treatment will consist of capecitabine on days 1-7 and 15-22 while sorafenib will be given daily continuously. Cycles will be repeated every 28 days.
NCT01093222,Sorafenib Tosylate and Erlotinib Hydrochloride in Treating Patients With Locally Advanced  Unresectable  or Metastatic Gallbladder Cancer or Cholangiocarcinoma,
NCT01093222-1,Sorafenib and Erlotinib,Description: Patients receive sorafenib tosylate 400 mg PO twice daily and erlotinib hydrochloride 100 mg PO once daily on days 1-28. Treatment repeats every 28 days in the absence of disease progression or unacceptable toxicity.
10019692,hepatic necrosis,
10056522,hepatic infection,
D053609,lethargy,
NCT01100242,Velcade and Sorafenib in Unresected or Metastatic Renal Cell Carcinoma,
NCT01100242-1,VELCADE and Sorafenib,Description: VELCADE® (bortezomib) 1mg/m2 intravenously on days 148 & 11 and sorafenib at 200 mg orally twice per day. One full course is comprised of 21 days.
NCT01140347,A Study of Ramucirumab (IMC-1121B) Drug Product (DP) and Best Supportive Care (BSC) Versus Placebo and BSC as 2nd-Line Treatment in Participants With Hepatocellular Carcinoma After 1st-Line Therapy With Sorafenib,
NCT01140347-1,Ramucirumab (IMC-1121B) + BSC,Description: Ramucirumab 8 mg/kg IV infusion every 2 weeks. BSC: Palliative and supportive care for disease-related symptoms and toxicity associated with treatment as deemed medically necessary and appropriate in the opinion of the investigator.
NCT01140347-2,Placebo + BSC,Description: Placebo: 8 mg/kg IV infusion every 2 weeks. BSC: Palliative and supportive care for disease-related symptoms and toxicity associated with treatment as deemed medically necessary and appropriate in the opinion of the investigator.
D004211,disseminated intravascular coagulation,
D009503,neutropenia,
D020252,gastric antral vascular ectasia,
D004932,varices gastric,
D043183,irritable bowel syndrome,
D001202,peritoneal fluid,
D006554,umbilical hernia,
D005119,extravasation of diagnostic and therapeutic materials,
D008103,hepatic cirrhosis,
D006530,hepatorenal syndrome,
D007565,jaundice,
D041781,cholestatic jaundice,
10036206,portal vein thrombosis,
D002169,campylobacter infection,
D000985,antisepsis,
D007251,influenza,
D008100,liver abscess,
D018410,bacterial pneumonia,
D007711,klebsiella pneumoniae,
D010805,physical conditioning animal,
D007421,intestine small,
D002547,spastic diplegia,
D000076563,mentalization,
D000077260,somnolence,
D007427,subarachnoid pressure,
D001819,bluetongue,
D012128,acute respiratory distress syndrome,
D017449,dermatitis allergic contact,
D012867,skin,
D012883,skin ulcer,
D004597,electroshock,
NCT01203787,Sorafenib Dose Ramp-Up in Hepatocellular Carcinoma (HCC),
NCT01203787-1,Sorafenib Standard Dosing Regimen,Description: Sorafenib 400 mg (2 tablets of 200 mg) twice daily until end of treatment or week 24
NCT01203787-2,Sorafenib Ramp-Up Regimen,Description: 200 mg daily from Day 0-Day 13 200 mg twice daily from Day 14-Day 20 600 mg daily from Day 21-Day 27 400 mg twice daily beginning Day 28 until end of treatment or Week 24
10005886,blurred vision,
D000075902,clinical deterioration,
D007035,hypothermia,
D000080222,pancreaticobiliary maljunction,
D008581,meningitis,
D011178,postgastrectomy syndromes,
D005183,failure to thrive,
D014717,vertigo,
D020233,unsteady gait,
D003869,dermabrasion,
NCT01205828,ABT-888 and Temozolomide for Liver Cancer,
NCT01205828-1,Temozolomide + ABT-888,Description: Temozolomide and ABT-888 temozolomide + ABT-888: Temozolomide 150 mg/m2/day PO Days 1-5 every 28 days ABT-888 40 mg BID PO Days 1-7 every 28 days Patents with stable disease or continued response to therapy will be treated and followed for a total of 6 cycles (6 months).
D020250,postoperative nausea and vomiting,
NCT01234337,Phase III Trial Comparing Capecitabine in Combination With Sorafenib or Placebo in the Treatment of Locally Advanced or Metastatic HER2-Negative Breast Cancer,
NCT01234337-1,Sorafenib (Nexavar BAY43-9006) + Capecitabine,Description: Sorafenib tablets were administered orally continuously at a total daily dose of 600 mg (200 mg in the morning 400 mg in the evening) in a 3-week cycle. Capecitabine was administered orally at a total daily dose of 2000 mg/m^2 (1000 mg/m^2 twice daily 12 hours apart). If tolerability criteria were met for a subject capecitabine dose was escalated to 2500 mg/m^2 total daily dose (1250 mg/m^2 twice daily) and sorafenib dose to a total daily dose of 800 mg for that subject.
