Disease code,Weight,Group,Group_Description,Study,Study_Name,D_Name
D002607,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,hereditary type i motor and sensory neuropathy
D002607,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,hereditary type i motor and sensory neuropathy
D006261,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,headache
D001037,2.27,NCT00182689-2,Platinum Refractory,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,aphasia
D013575,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,syncope
D014202,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,tremor
D003221,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,confusion
D003221,4.55,NCT00182689-2,Platinum Refractory,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,confusion
D004417,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,breath shortness
D016066,2.27,NCT00182689-2,Platinum Refractory,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,pleural effusion malignant
D006973,2.63,NCT00182689-1,Platinum Sensitive,NCT00182689,Sorafenib in Treating Patients With Extensive Stage Small Cell Lung Cancer,hypertension
D064420,34.29,NCT00217399-1,Sorafenib and Anastrozole,NCT00217399,Sorafenib and Anastrozole in Treating Postmenopausal Women With Metastatic Breast Cancer,adverse drug events
D060831,34.29,NCT00217399-1,Sorafenib and Anastrozole,NCT00217399,Sorafenib and Anastrozole in Treating Postmenopausal Women With Metastatic Breast Cancer,hand-foot syndrome
D064420,27.03,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,adverse drug events
D006454,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,hemoglobin
D003248,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,constipation
D006471,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,gastrointestinal hemorrhage
D009325,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,nausea
D000005,8.11,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,abdomen
D010195,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,pancreatitis
D002637,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,chest pain
D000068258,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,avastin
D000681,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,amylase
D008049,5.41,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,lipase
D001792,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,platelets
D000855,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,anorexia
D016895,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,low-serum media
D016895,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,low-serum media
D004039,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,diet low-sodium
D018450,5.41,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,disease progression
D000073216,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,mental status and dementia tests
D002607,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,hereditary type i motor and sensory neuropathy
D013575,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,syncope
D014517,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,ureteral obstruction
D004417,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,breath shortness
D007022,2.7,NCT00217620-1,Sorafenib (BAY 43-9006),NCT00217620,S0505 Sorafenib in Treating Patients With Advanced Soft Tissue Sarcomas,hypotension
D064420,20.63,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,adverse drug events
D064420,15.38,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,adverse drug events
D006454,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hemoglobin
10069501,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,left ventricular systolic dysfunction
D005767,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,functional gastrointestinal disorders
D009325,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,nausea
D000005,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,abdomen
D010195,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,pancreatitis
D010195,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,pancreatitis
D014839,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,vomiting
D001037,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,logasthenia
D000069544,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,encephalitis infection
10040872,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,skin infection
D000681,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,amylase
D008049,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,lipase
D034141,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hypoalbuminemia
D016895,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,low-serum media
D003681,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,dehydration
D003847,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,deoxyglucose
D017674,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hypophosphatemia
D016895,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,low-serum media
10062572,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,generalized muscle weakness
10062572,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,generalized muscle weakness
D001416,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,back pain
D018771,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,joint pain
D009462,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,neurology
D002607,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hereditary type i motor and sensory neuropathy
D006261,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,headache
D003221,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,confusion
D051437,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,renal failure
D011014,3.17,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,pneumonitis
D012141,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,infections upper respiratory
D011537,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,pruritus
D005076,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,rash
D005483,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,flushing
D006973,1.59,NCT00281957-1,Arm I,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hypertension
D006973,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,hypertension
D016769,2.56,NCT00281957-2,Arm II,NCT00281957,Sorafenib With Either Temsirolimus or Tipifarnib in Treating Patients With Stage IV Malignant Melanoma That Cannot Be Removed By Surgery,embolism and thrombosis
D009026,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,mortality
D064420,44.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,adverse drug events
D000740,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,anemia
10000060,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,abdominal distension
D003681,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,dehydration
D003967,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,diarrhea
D004380,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,duodenal obstruction
D045823,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,ileus
D009325,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,nausea
10038064,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,rectal hemorrhage
10041101,12.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,small intestinal obstruction
D014839,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,vomiting
D023341,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,chills
10011914,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,death nos
D005334,10.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,fever
D010146,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,pain
D000707,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,anaphylaxis
10005047,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,bladder infection
10007810,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,catheter related infection
10048762,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,tooth infection
D014552,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,urinary tract infection
D014946,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,wound infection
10005364,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,blood bilirubin increased
10024574,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,lipase increased
D007008,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,hypokalemia
D007010,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,hyponatremia
D001416,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,back pain
D006261,4.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,headache
10023030,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,ischemia cerebrovascular
10028041,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,movements involuntary
D006417,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,hematuria
10061574,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,urinary tract obstruction
10046912,2.0,NCT00326495-1,BAY 43-9006 & Cetuximab,NCT00326495,BAY 43-9006 Plus Cetuximab to Treat Colorectal Cancer,vaginal hemorrhage
D064420,58.88,NCT00326898-1,Arm A (Sunitinib + Sorafenib Placebo),NCT00326898,Sunitinib Malate or Sorafenib Tosylate in Treating Patients With Kidney Cancer That Was Removed By Surgery,adverse drug events
D064420,67.52,NCT00326898-2,Arm B (Sorafenib + Sunitinib Placebo),NCT00326898,Sunitinib Malate or Sorafenib Tosylate in Treating Patients With Kidney Cancer That Was Removed By Surgery,adverse drug events
